date,callsign,flight_number,icao_address,ac_type_icao,aircraft_role,tail_number,airline_icao,airline_iata,airline_name,departure_airport_icao,arrival_airport_icao,departure_airport_iata,arrival_airport_iata,departure_scheduled_time,arrival_scheduled_time
2023-03-21,GLO1451,G31451,E48986,B738,PAX,PR-GUJ,GLO,G3,GOL Linhas a̩reas inteligentes,SBBR,SBSP,BSB,CGH,2022-11-01 23:10:00.000000 UTC,2022-11-02 00:55:00.000000 UTC
2023-03-22,GLO1211,G31211,E48988,B738,PAX,PR-GUL,GLO,G3,GOL Linhas a̩reas inteligentes,SBPA,SBSP,POA,CGH,2022-11-01 18:00:00.000000 UTC,2022-11-01 19:35:00.000000 UTC
2023-03-23,AZU4264,AD4264,E48AC6,AT76,PAX,PR-TKJ,AZU,AD,Azul Linhas A̩reas Brasileiras,SBCF,SBUL,CNF,UDI,2022-11-01 20:00:00.000000 UTC,2022-11-01 21:30:00.000000 UTC
2023-03-24,AZU2907,AD2907,E48D5C,AT76,PAX,PR-AQA,AZU,AD,Azul Linhas A̩reas Brasileiras,SBKP,SBMG,VCP,MGF,2022-11-01 21:50:00.000000 UTC,2022-11-01 23:30:00.000000 UTC
2023-03-25,AZU2878,AD2878,E48E88,E195,PAX,PR-AXT,AZU,AD,Azul Linhas A̩reas Brasileiras,SBCF,SBIZ,CNF,IMP,2022-11-01 01:45:00.000000 UTC,2022-11-01 04:20:00.000000 UTC
2023-03-26,TAM3132,JJ3132,E48F12,A320,PAX,PR-TYH,TAM,JJ,TAM Linhas A̩reas,SBSP,SBFI,CGH,IGU,2022-11-01 18:05:00.000000 UTC,2022-11-01 19:50:00.000000 UTC
2023-03-27,TAM3278,JJ3278,E490EE,A320,PAX,PR-TYL,TAM,JJ,TAM Linhas A̩reas,SBGR,SBCT,GRU,CWB,2022-11-01 20:55:00.000000 UTC,2022-11-01 21:55:00.000000 UTC
2023-03-28,GLO2076,G32076,E49104,B738,PAX,PR-GXX,GLO,G3,GOL Linhas a̩reas inteligentes,SBRJ,SBSV,SDU,SSA,2022-11-01 11:45:00.000000 UTC,2022-11-01 13:50:00.000000 UTC
2023-03-29,TAM3271,JJ3271,E491A2,A321,PAX,PT-XPD,TAM,JJ,TAM Linhas A̩reas,SBCT,SBGR,CWB,GRU,2022-11-01 11:00:00.000000 UTC,2022-11-01 12:15:00.000000 UTC
2023-03-30,TAM3605,JJ3605,E491B0,A321,PAX,PT-XPF,TAM,JJ,TAM Linhas A̩reas,SBSL,SBBR,SLZ,BSB,2022-11-01 19:20:00.000000 UTC,2022-11-01 21:50:00.000000 UTC
2023-03-31,AZU4036,AD4036,E492A6,A20N,PAX,PR-YRD,AZU,AD,Azul Linhas A̩reas Brasileiras,SBFZ,SBRF,FOR,REC,2022-11-01 23:10:00.000000 UTC,2022-11-02 00:25:00.000000 UTC
2023-04-01,AZU2913,AD2913,E49445,A20N,PAX,PR-YRT,AZU,AD,Azul Linhas A̩reas Brasileiras,SBFZ,SBRF,FOR,REC,2022-11-01 08:45:00.000000 UTC,2022-11-01 10:00:00.000000 UTC
2023-04-02,GLO1108,G31108,E4952A,B38M,PAX,PR-XMP,GLO,G3,GOL Linhas a̩reas inteligentes,SBGR,SBLO,GRU,LDB,2022-11-01 00:25:00.000000 UTC,2022-11-01 01:40:00.000000 UTC
2023-04-03,AZU4013,AD4013,E4953A,A20N,PAX,PR-YSB,AZU,AD,Azul Linhas A̩reas Brasileiras,SBEG,SBKP,MAO,VCP,2022-11-01 20:05:00.000000 UTC,2022-11-01 23:45:00.000000 UTC
2023-04-04,AZU5020,AD5020,E4966D,E295,PAX,PS-AEH,AZU,AD,Azul Linhas A̩reas Brasileiras,SBSP,SBCF,CGH,CNF,2022-11-01 14:40:00.000000 UTC,2022-11-01 15:55:00.000000 UTC
2023-04-05,LPE2025,LP2025,E80270,A320,PAX,CC-BFN,LPE,LP,Lan Per̼,SPJC,SPZO,LIM,CUZ,2022-11-01 18:05:00.000000 UTC,2022-11-01 19:30:00.000000 UTC
2023-04-06,LNE1418,XL1418,E80407,A319,PAX,CC-CYI,LNE,XL,Latam Ecuador,SEGU,SEQM,GYE,UIO,2022-11-01 20:50:00.000000 UTC,2022-11-01 21:39:00.000000 UTC
2023-04-07,LPE2656,LP2656,E8042C,A320,PAX,CC-BAV,LAN,LA,Lan Chile,SPJC,SPCL,LIM,PCL,2022-11-01 00:05:00.000000 UTC,2022-11-01 01:20:00.000000 UTC
2023-04-08,SFR422,FA422,9993,B734,PAX,ZS-JRE,SFR,FA,FlySafair,FAPE,FALE,PLZ,DUR,2022-11-01 14:15:00.000000 UTC,2022-11-01 15:35:00.000000 UTC
2023-04-09,MSR788,MS788,0101BC,B738,PAX,SU-GEL,MSR,MS,Egyptair,EDDM,HECA,MUC,CAI,2022-11-01 13:10:00.000000 UTC,2022-11-01 16:45:00.000000 UTC
2023-04-10,RAM980E,AT980,20112,E190,PAX,CN-RGQ,RAM,AT,Royal Air Moroc,GMMN,LPPT,CMN,LIS,2022-11-01 10:00:00.000000 UTC,2022-11-01 11:35:00.000000 UTC
2023-04-11,LBT520,BJ520,02A1AF,A320,PAX,TS-INP,LBT,BJ,Nouvelair,DTTA,LFPG,TUN,CDG,2022-11-01 14:00:00.000000 UTC,2022-11-01 16:30:00.000000 UTC
2023-04-12,ETH715,ET715,40031,B77L,PAX,ET-ANP,ETH,ET,Ethiopian Airlines,ESSA,HAAB,ARN,ADD,2022-10-31 20:00:00.000000 UTC,2022-11-01 03:30:00.000000 UTC
2023-04-13,ETH687,ET687,40128,B788,PAX,ET-ATL,ETH,ET,Ethiopian Airlines,VIDP,HAAB,DEL,ADD,2022-11-01 21:10:00.000000 UTC,2022-11-02 03:55:00.000000 UTC
2023-04-14,ETH210,ET210,40150,DH8D,PAX,ET-AVH,ETH,ET,Ethiopian Airlines,HAAB,HAJJ,ADD,JIJ,2022-11-01 04:10:00.000000 UTC,2022-11-01 05:30:00.000000 UTC
2023-04-15,ETH267,ET267,04015B,DH8D,PAX,ET-AVS,ETH,ET,Ethiopian Airlines,HAGN,HAAB,GDQ,ADD,2022-11-01 10:20:00.000000 UTC,2022-11-01 11:30:00.000000 UTC
2023-04-16,QTR755,QR755,06A071,B77W,PAX,A7-BAG,QTR,QR,Qatar Airways,OTHH,KATL,DOH,ATL,2022-11-01 05:30:00.000000 UTC,2022-11-01 21:45:00.000000 UTC
2023-04-17,QTR648,QR648,06A0B1,B788,PAX,A7-BCM,QTR,QR,Qatar Airways,OTHH,VNKT,DOH,KTM,2022-10-31 22:05:00.000000 UTC,2022-11-01 02:20:00.000000 UTC
2023-04-18,QTR8776,QR8776,06A141,B77L,CAR,A7-BFH,QTR,QR,Qatar Airways,HKJK,EBLG,NBO,LGG,2022-10-31 22:40:00.000000 UTC,2022-11-01 07:05:00.000000 UTC
2023-04-19,QTR353,QR353,06A1E2,A320,PAX,A7-LAH,QTR,QR,Qatar Airways,OTHH,UBBB,DOH,GYD,2022-11-01 05:30:00.000000 UTC,2022-11-01 08:25:00.000000 UTC
2023-04-20,QTR8149,QR8149,06A30B,B77L,CAR,A7-BFX,QTR,QR,Qatar Airways,ELLX,KATL,LUX,ATL,2022-10-31 19:15:00.000000 UTC,2022-11-01 04:50:00.000000 UTC
2023-04-21,DAH6146,AH6146,0A0019,B738,PAX,7T-VJK,DAH,AH,Air Algerie,DAAG,DAOF,ALG,TIN,2022-10-31 22:55:00.000000 UTC,2022-11-01 01:25:00.000000 UTC
2023-04-22,DAH6143,AH6143,0A0021,B738,PAX,7T-VJO,DAH,AH,Air Algerie,DAUA,DAAG,AZR,ALG,2022-11-01 01:20:00.000000 UTC,2022-11-01 03:10:00.000000 UTC
2023-04-23,DAH1011,AH1011,0A008B,B738,PAX,7T-VKL,DAH,AH,Air Algerie,LFPO,DAAG,ORY,ALG,2022-11-01 12:00:00.000000 UTC,2022-11-01 14:10:00.000000 UTC
2023-04-24,DAH1025,AH1025,0A008F,B738,PAX,7T-VKP,DAH,AH,Air Algerie,LFML,DAAG,MRS,ALG,2022-11-01 06:30:00.000000 UTC,2022-11-01 08:10:00.000000 UTC
2023-04-25,DAH3014,AH3014,0A008F,B738,PAX,7T-VKP,DAH,AH,Air Algerie,DAAG,LTFM,ALG,IST,2022-11-01 18:15:00.000000 UTC,2022-11-01 21:50:00.000000 UTC
2023-04-26,BHS355,UP355,0A8054,AT46,PAX,C6-BFS,BHS,UP,Bahamasair,MYNN,MYER,NAS,RSD,2022-11-01 11:00:00.000000 UTC,2022-11-01 11:30:00.000000 UTC
2023-04-27,BHS204,UP204,0A8054,AT46,PAX,C6-BFS,BHS,UP,Bahamasair,KFLL,MYNN,FLL,NAS,2022-11-01 17:45:00.000000 UTC,2022-11-01 18:45:00.000000 UTC
2023-04-28,VVC8054,VH8054,0AC3CC,A320,PAX,HK-5277,VPE,VV,Viva Air Peru,SKPE,SKRG,PEI,MDE,2022-11-01 11:15:00.000000 UTC,2022-11-01 11:55:00.000000 UTC
2023-04-29,EFY9168,VE9168,0AC3F9,AT76,PAX,HK-5294,EFY,VE,Easyfly,SKBO,SKPP,BOG,PPN,2022-11-01 20:30:00.000000 UTC,2022-11-01 22:00:00.000000 UTC
2023-04-30,AVA8423,AV8423,0AC98A,A320,PAX,HK-5335,AVA,AV,Avianca,SKCG,SKBO,CTG,BOG,2022-11-01 12:44:00.000000 UTC,2022-11-01 14:14:00.000000 UTC
2023-05-01,VVC5654,VH5654,0AC9EE,A20N,PAX,HK-5367,VVC,FC,Viva Colombia,SKRG,SKCG,MDE,CTG,2022-11-01 11:25:00.000000 UTC,2022-11-01 12:34:00.000000 UTC
2023-05-02,AVA9472,AV9472,0ACA8D,A320,PAX,HK-5407,AVA,AV,Avianca,SKBO,SKBG,BOG,BGA,2022-11-01 19:00:00.000000 UTC,2022-11-01 20:02:00.000000 UTC
2023-05-03,CMP222,CM222,0C205C,B738,PAX,HP-1717CMP,CMP,CM,Copa Panama,SVMI,MPTO,CCS,PTY,2022-11-01 17:22:00.000000 UTC,2022-11-01 19:41:00.000000 UTC
2023-05-04,CMP155,CM155,0C20BB,B738,PAX,HP-1849CMP,CMP,CM,Copa Panama,MPTO,SKRG,PTY,MDE,2022-11-01 02:30:00.000000 UTC,2022-11-01 03:48:00.000000 UTC
2023-05-05,CMP382,CM382,0C2162,B39M,PAX,HP-9917CMP,CMP,CM,Copa Panama,MPTO,KSFO,PTY,SFO,2022-11-01 22:55:00.000000 UTC,2022-11-02 06:40:00.000000 UTC
2023-05-06,BWA1528,BW1528,0C605B,AT76,PAX,9Y-TTI,BWA,BW,Caribbean Airlines,TTPP,TTCP,POS,TAB,2022-11-01 19:30:00.000000 UTC,2022-11-01 19:55:00.000000 UTC
2023-05-07,BWA422,BW422,0C605D,B38M,PAX,9Y-BAH,BWA,BW,Caribbean Airlines,TTCP,KJFK,TAB,JFK,2022-11-01 04:25:00.000000 UTC,2022-11-01 09:30:00.000000 UTC
2023-05-08,BWA014,BW14,0C6061,B38M,PAX,9Y-TTO,BWA,BW,Caribbean Airlines,KJFK,MKJP,JFK,KIN,2022-11-01 19:30:00.000000 UTC,2022-11-01 23:20:00.000000 UTC
2023-05-09,SLI867,5D867,0D04DF,E190,PAX,XA-JAC,SLI,5D,Aeromexico Connect,MMUN,MMMX,CUN,MEX,2022-11-01 11:07:00.000000 UTC,2022-11-01 13:40:00.000000 UTC
2023-05-10,VOI278,Y4278,0D07A8,A320,PAX,XA-VOY,VOI,Y4,Volaris,MMMX,MMCS,MEX,CJS,2022-11-01 16:35:00.000000 UTC,2022-11-01 19:18:00.000000 UTC
2023-05-11,VIV3154,VB3154,0D0934,A320,PAX,XA-VAK,VIV,VB,VivaAeroBus,MMGL,MMSD,GDL,SJD,2022-11-01 18:15:00.000000 UTC,2022-11-01 19:50:00.000000 UTC
2023-05-12,SLI353,AM353,0D0A0F,E190,PAX,XA-ALU,SLI,5D,Aeromexico Connect,MMMZ,MMMX,MZT,MEX,2022-11-01 19:10:00.000000 UTC,2022-11-01 21:00:00.000000 UTC
2023-05-13,VIV4008,VB4008,0D0B7C,A20N,PAX,XA-VIH,VIV,VB,VivaAeroBus,MMMY,MMPB,MTY,PBC,2022-11-01 02:10:00.000000 UTC,2022-11-01 03:40:00.000000 UTC
2023-05-14,VIV3149,VB3149,0D0DE3,A320,PAX,XA-VAM,VIV,VB,VivaAeroBus,MMTG,MMGL,TGZ,GDL,2022-11-01 04:00:00.000000 UTC,2022-11-01 05:59:00.000000 UTC
2023-05-15,VIV1118,VB1118,0D0DE8,A321,PAX,XA-VBT,VIV,VB,VivaAeroBus,MMMX,MMMY,MEX,MTY,2022-11-01 13:35:00.000000 UTC,2022-11-01 15:10:00.000000 UTC
2023-05-16,AMX179,AM179,0D0E21,B39M,PAX,XA-MJJ,AMX,AM,Aeromexico,MMTJ,MMMX,TIJ,MEX,2022-10-31 22:41:00.000000 UTC,2022-11-01 02:10:00.000000 UTC
2023-05-17,SKU506,H2506,0E833A,A20N,PAX,CC-DBD,SKU,H2,Sky Airline ,SAEZ,SCEL,EZE,SCL,2022-11-01 00:15:00.000000 UTC,2022-11-01 02:35:00.000000 UTC
2023-05-18,TYA1091,Y71091,1.51E+30,B738,PAX,RA-73256,TYA,Y7,NordStar Airlines,UUDD,USUU,DME,KRO,2022-10-31 22:00:00.000000 UTC,2022-11-01 00:50:00.000000 UTC
2023-05-19,NWS1651,N41651,151E6A,A21N,PAX,RA-73322,NWS,N4,Nordwind Airlines,UUEE,OIIE,SVO,IKA,2022-10-31 21:25:00.000000 UTC,2022-11-01 01:50:00.000000 UTC
2023-05-20,SBI2605,S72605,151EE3,A21N,PAX,RA-73443,SBI,S7,S7 Airlines,UUDD,UNEE,DME,KEJ,2022-11-01 19:40:00.000000 UTC,2022-11-02 00:05:00.000000 UTC
2023-05-21,AFL025,SU25,151FE7,A21N,PAX,RA-73703,AFL,SU,Aeroflot Russian Airlines,ULLI,UUEE,LED,SVO,2022-11-01 16:45:00.000000 UTC,2022-11-01 18:15:00.000000 UTC
2023-05-22,AFL1450,SU1450,151FF8,A321,PAX,RA-73720,AFL,SU,Aeroflot Russian Airlines,UUEE,UNEE,SVO,KEJ,2022-11-01 18:20:00.000000 UTC,2022-11-01 22:45:00.000000 UTC
2023-05-23,AFL1451,SU1451,151FF8,A321,PAX,RA-73720,AFL,SU,Aeroflot Russian Airlines,UNEE,UUEE,KEJ,SVO,2022-11-01 23:55:00.000000 UTC,2022-11-02 04:55:00.000000 UTC
2023-05-24,AZO510,A4510,155C08,SU95,PAX,RA-89096,AZO,A4,Azimuth Airlines,UDYZ,UUWW,EVN,VKO,2022-11-01 14:40:00.000000 UTC,2022-11-01 18:30:00.000000 UTC
2023-05-25,SDM6788,FV6788,155C57,SU95,PAX,RA-89175,SDM,FV,Rossiya - Russian Airlines,USTR,UNKL,TJM,KJA,2022-11-01 05:05:00.000000 UTC,2022-11-01 07:50:00.000000 UTC
2023-05-26,IBE6118,IB6118,344346,A333,PAX,EC-LYF,IBE,IB,Iberia,KMIA,LEMD,MIA,MAD,2022-11-01 02:55:00.000000 UTC,2022-11-01 11:25:00.000000 UTC
2023-05-27,AFR600,AF600,392AF3,A320,PAX,F-GKXT,AFR,AF,Air France,TFFR,TFFF,PTP,FDF,2022-11-01 11:05:00.000000 UTC,2022-11-01 11:45:00.000000 UTC
2023-05-28,AFR671,AF671,394A0E,B77W,PAX,F-GSQO,AFR,AF,Air France,FMEE,LFPO,RUN,ORY,2022-10-31 17:45:00.000000 UTC,2022-11-01 05:25:00.000000 UTC
2023-05-29,AFR681,AF681,39CF07,A359,PAX,F-HTYH,AFR,AF,Air France,KATL,LFPG,ATL,CDG,2022-11-01 22:25:00.000000 UTC,2022-11-02 06:35:00.000000 UTC
2023-05-30,GUY103S,WM810,3A22E4,AT45,PAX,F-OIXE,GUY,3S,Air Guyane Express,MTPP,TNCM,PAP,SXM,2022-11-01 17:25:00.000000 UTC,2022-11-01 19:55:00.000000 UTC
2023-05-31,EWG74DH,EW9630,3C49CE,A320,PAX,D-ABNN,EWG,EW,Eurowings,EDDL,LGRP,DUS,RHO,2022-11-01 12:30:00.000000 UTC,2022-11-01 16:00:00.000000 UTC
2023-06-01,GEC8347,LH8347,3C56A3,A321,CAR,D-AEUC,CLH,CL,Lufthansa CityLine,LTFM,EDDF,IST,FRA,2022-11-01 01:10:00.000000 UTC,2022-11-01 04:10:00.000000 UTC
2023-06-02,EWG3ZV,EW9612,3C5EEB,A319,PAX,D-AGWK,EWG,EW,Eurowings,EDDL,LGKR,DUS,CFU,2022-11-01 06:20:00.000000 UTC,2022-11-01 08:55:00.000000 UTC
2023-06-03,DLH1231,LH1231,3C6448,A319,PAX,D-AIBH,DLH,LH,Lufthansa,LOWW,EDDF,VIE,FRA,2022-11-01 06:10:00.000000 UTC,2022-11-01 07:40:00.000000 UTC
2023-06-04,DLH2XV,LH1937,3C64A3,A21N,PAX,D-AIEC,DLH,LH,Lufthansa,EDDB,EDDM,SXF,MUC,2022-11-01 11:55:00.000000 UTC,2022-11-01 13:05:00.000000 UTC
2023-06-05,DLH648,LH648,3C656E,A333,PAX,D-AIKN,DLH,LH,Lufthansa,EDDF,UAAA,FRA,ALA,2022-11-01 11:35:00.000000 UTC,2022-11-01 18:50:00.000000 UTC
2023-06-06,DLH7KW,LH57,3C65C2,A20N,PAX,D-AINB,DLH,LH,Lufthansa,EDDF,EGLL,FRA,LHR,2022-11-01 13:00:00.000000 UTC,2022-11-01 14:45:00.000000 UTC
2023-06-07,EWG6PY,EW827,3C6753,A320,PAX,D-AIZS,EWG,EW,Eurowings,LIMC,EDDK,MXP,CGN,2022-11-01 19:25:00.000000 UTC,2022-11-01 20:55:00.000000 UTC
2023-06-08,BAW326,BA326,4008AD,A319,PAX,G-EUPN,BAW,BA,British Airways,EGLL,LFPG,LHR,CDG,2022-11-01 20:30:00.000000 UTC,2022-11-01 21:50:00.000000 UTC
2023-06-09,BAW2763,BA2763,400B84,A319,PAX,G-DBCF,BAW,BA,British Airways,EHAM,EGKK,AMS,LGW,2022-11-01 17:55:00.000000 UTC,2022-11-01 19:05:00.000000 UTC
2023-06-10,EZY74GF,U25548,405B65,A319,PAX,G-EZDL,EZY,U2,easyJet Airline,EGPH,EDDB,EDI,SXF,2022-11-01 12:50:00.000000 UTC,2022-11-01 14:55:00.000000 UTC
2023-06-11,BAW442,BA442,406A3D,A320,PAX,G-EUYT,BAW,BA,British Airways,EGLL,EHAM,LHR,AMS,2022-11-01 17:45:00.000000 UTC,2022-11-01 19:10:00.000000 UTC
2023-06-12,EZY34RQ,U21877,407793,A20N,PAX,G-UZLA,EZY,U2,easyJet Airline,EGCC,LEBB,MAN,BIO,2022-11-01 07:10:00.000000 UTC,2022-11-01 09:10:00.000000 UTC
2023-06-13,AUR9LG,GR609,40782B,AT76,PAX,G-OATR,AUR,GR,Aurigny Air Services,EGKK,EGJB,LGW,GCI,2022-11-01 18:00:00.000000 UTC,2022-11-01 19:20:00.000000 UTC
2023-06-14,CFE35E,BA2216,4079D1,E190,PAX,G-LCAF,CFE,CJ,BA Cityflyer,EGLC,EGPH,LCY,EDI,2022-11-01 09:40:00.000000 UTC,2022-11-01 11:00:00.000000 UTC
2023-06-15,KNE83,XY83,424178,A320,PAX,VP-CXS,KNE,XY,flynas,OERK,OEAB,RUH,AHB,2022-11-01 02:00:00.000000 UTC,2022-11-01 03:40:00.000000 UTC
2023-06-16,KNE006,XY6,424187,A320,PAX,VP-CXM,KNE,XY,flynas,OEJN,OERK,JED,RUH,2022-11-01 06:10:00.000000 UTC,2022-11-01 07:45:00.000000 UTC
2023-06-17,KNE123,XY123,4241EA,A320,PAX,VP-CXD,KNE,XY,flynas,OERK,OETB,RUH,TUU,2022-11-01 17:55:00.000000 UTC,2022-11-01 20:15:00.000000 UTC
2023-06-18,KNE116,XY116,42479D,A320,PAX,VP-CYD,KNE,XY,flynas,OEGN,OERK,GIZ,RUH,2022-11-01 21:55:00.000000 UTC,2022-11-01 23:40:00.000000 UTC
2023-06-19,AUA1DG,OS412,440052,A320,PAX,OE-LBS,AUA,OS,Austrian Airlines,LFPG,LOWW,CDG,VIE,2022-11-01 09:05:00.000000 UTC,2022-11-01 11:00:00.000000 UTC
2023-06-20,DLH5UP,LH851,44020A,A320,PAX,OE-LXA,AUA,OS,Austrian Airlines,EFHK,EDDF,HEL,FRA,2022-11-01 16:05:00.000000 UTC,2022-11-01 18:50:00.000000 UTC
2023-06-21,EJU47PH,U27941,440630,A320,PAX,OE-IJL,EJU,U2,easyJet Europe Airline,EHAM,GCTS,AMS,TFS,2022-11-01 06:35:00.000000 UTC,2022-11-01 11:20:00.000000 UTC
2023-06-22,AUA903,OS903,440821,E195,PAX,OE-LWE,AUA,OS,Austrian Airlines,LOWW,LOWI,VIE,INN,2022-11-01 08:40:00.000000 UTC,2022-11-01 09:35:00.000000 UTC
2023-06-23,JAF96N,TB1103,44A8A2,E190,PAX,OO-JEB,JAF,TB,TUI Airlines Belgium,EBAW,LEAL,ANR,ALC,2022-11-01 11:55:00.000000 UTC,2022-11-01 14:40:00.000000 UTC
2023-06-24,BEL74C,SN3704,44CDCB,A320,PAX,OO-SNK,BEL,SN,Brussels Airlines,LEBL,EBBR,BCN,BRU,2022-11-01 14:20:00.000000 UTC,2022-11-01 16:30:00.000000 UTC
2023-06-25,BEL4FT,SN2589,44CDCD,A320,PAX,OO-SNM,BEL,SN,Brussels Airlines,EBBR,EDDB,BRU,SXF,2022-11-01 17:40:00.000000 UTC,2022-11-01 19:10:00.000000 UTC
2023-06-26,SAS4031,SK4031,45AC34,A320,PAX,OY-KAT,SAS,SK,Scandinavian Airlines System,ENGM,ENZV,OSL,SVG,2022-11-01 14:00:00.000000 UTC,2022-11-01 14:55:00.000000 UTC
2023-06-27,VKG1553,DK1553,45D068,A321,PAX,OY-TCH,VKG,DK,Thomas Cook Airlines Scandinavia,GCTS,ENGM,TFS,OSL,2022-11-01 13:20:00.000000 UTC,2022-11-01 18:50:00.000000 UTC
2023-06-28,WIA652,WM652,4840B8,DHC6,PAX,PJ-WIU,WIA,WM,Winair,TFFJ,TNCM,SBH,SXM,2022-11-01 18:10:00.000000 UTC,2022-11-01 18:25:00.000000 UTC
2023-06-29,KLM99X,KL1789,484165,B738,PAX,PH-BXM,KLM,KL,KLM Royal Dutch Airlines,EHAM,EDDH,AMS,HAM,2022-11-01 19:40:00.000000 UTC,2022-11-01 20:45:00.000000 UTC
2023-06-30,KLM1309,KL1309,485064,E190,PAX,PH-EZY,KLC,WA,KLM Cityhopper,EHAM,LFBO,AMS,TLS,2022-11-01 19:35:00.000000 UTC,2022-11-01 21:25:00.000000 UTC
2023-07-01,KLM31K,KL1915,4852F6,E75L,PAX,PH-EXI,KLC,WA,KLM Cityhopper,EHAM,EDDV,AMS,HAJ,2022-11-01 20:05:00.000000 UTC,2022-11-01 21:05:00.000000 UTC
2023-07-02,KLM868,KL868,485785,B789,PAX,PH-BHN,KLM,KL,KLM Royal Dutch Airlines,RKSI,EHAM,ICN,AMS,2022-11-01 15:35:00.000000 UTC,2022-11-02 05:25:00.000000 UTC
2023-07-03,LOT3843,LO3843,48AD86,E190,PAX,SP-LMG,LOT,LO,LOT Polish Airlines,EPWA,EPWR,WAW,WRO,2022-11-01 12:15:00.000000 UTC,2022-11-01 13:10:00.000000 UTC
2023-07-04,RYR9QA,FR6390,48C132,B738,PAX,SP-RKT,RYS,RR,Ryanair Sun (Poland),EDLW,EPKT,DTM,KTW,2022-11-01 19:10:00.000000 UTC,2022-11-01 20:40:00.000000 UTC
2023-07-05,RYR8LW,FR1923,48C236,B738,PAX,SP-RSX,RYS,RR,Ryanair Sun (Poland),LHBP,EPMO,BUD,WMI,2022-11-01 15:45:00.000000 UTC,2022-11-01 17:25:00.000000 UTC
2023-07-06,TAP1710,TP1710,4951CD,A320,PAX,CS-TNM,TAP,TP,TAP Portugal,LPMA,LPPR,FNC,OPO,2022-11-01 08:45:00.000000 UTC,2022-11-01 10:40:00.000000 UTC
2023-07-07,TAP1935,TP1935,495290,A319,PAX,CS-TTP,TAP,TP,TAP Portugal,LPPR,LPPT,OPO,LIS,2022-11-01 14:00:00.000000 UTC,2022-11-01 15:00:00.000000 UTC
2023-07-08,TAP289,TP289,4952A6,A339,PAX,CS-TUF,TAP,TP,TAP Portugal,LPPT,FNLU,LIS,LAD,2022-10-31 23:10:00.000000 UTC,2022-11-01 06:50:00.000000 UTC
2023-07-09,SAS39A,SK4123,4AC9EC,A20N,PAX,SE-ROL,SAS,SK,Scandinavian Airlines System,ENBO,ENGM,BOO,OSL,2022-11-01 18:30:00.000000 UTC,2022-11-01 20:00:00.000000 UTC
2023-07-10,SWR23C,LX23,4B1884,A333,PAX,HB-JHK,SWR,LX,Swiss International Air Lines,KJFK,LSGG,JFK,GVA,2022-11-01 00:45:00.000000 UTC,2022-11-01 08:20:00.000000 UTC
2023-07-11,PGT2009,PC2009,4BB85A,A20N,PAX,TC-NBZ,PGT,PC,Pegasus Airlines,LTAI,LTFJ,AYT,SAW,2022-11-01 10:30:00.000000 UTC,2022-11-01 11:50:00.000000 UTC
2023-07-12,PGT1890,PC1890,4BB86E,A20N,PAX,TC-NCN,PGT,PC,Pegasus Airlines,LCEN,LTAJ,ECN,GZT,2022-11-01 08:55:00.000000 UTC,2022-11-01 09:55:00.000000 UTC
2023-07-13,PGT651,PC651,4BC84C,A21N,PAX,TC-RBL,PGT,PC,Pegasus Airlines,LTFJ,GMMN,SAW,CMN,2022-11-01 17:50:00.000000 UTC,2022-11-01 23:05:00.000000 UTC
2023-07-14,SXS63R,XQ130,4BCDF2,B738,PAX,TC-SOR,SXS,XQ,SunExpress,LTAI,EDDM,AYT,MUC,2022-11-01 08:00:00.000000 UTC,2022-11-01 11:20:00.000000 UTC
2023-07-15,RYR53EF,FR1016,4CA762,B738,PAX,EI-EFG,RYR,FR,Ryanair,LHBP,EGPH,BUD,EDI,2022-11-01 21:05:00.000000 UTC,2022-11-02 00:05:00.000000 UTC
2023-07-16,EIN70V,EI587,4CA770,A320,PAX,EI-EDS,EIN,EI,Aer Lingus,LEMG,EIDW,AGP,DUB,2022-11-01 18:45:00.000000 UTC,2022-11-01 22:00:00.000000 UTC
2023-07-17,RYR15EV,FR5153,4CA84D,B738,PAX,EI-EME,RYR,FR,Ryanair,GMMX,LFML,RAK,MRS,2022-11-01 16:25:00.000000 UTC,2022-11-01 20:10:00.000000 UTC
2023-07-18,RYR1LT,FR8963,4CA9C2,B738,PAX,EI-EVB,RYR,FR,Ryanair,LEBL,GCRR,BCN,ACE,2022-11-01 08:25:00.000000 UTC,2022-11-01 11:40:00.000000 UTC
2023-07-19,KZR852,KC852,4CAC08,A321,PAX,EI-KDA,KZR,KC,Air Astana,UACC,UAAA,TSE,ALA,2022-11-01 05:30:00.000000 UTC,2022-11-01 07:10:00.000000 UTC
2023-07-20,RYR80YL,FR5698,4CAD39,B38M,PAX,EI-HEY,RYR,FR,Ryanair,LFML,EGPH,MRS,EDI,2022-11-01 08:50:00.000000 UTC,2022-11-01 11:20:00.000000 UTC
2023-07-21,ICE417,FI417,4CC53B,B38M,PAX,TF-ICM,ICE,FI,Icelandair,EIDW,BIKF,DUB,KEF,2022-11-01 11:30:00.000000 UTC,2022-11-01 14:10:00.000000 UTC
2023-07-22,LGL8012,LG8012,4D00C9,DH8D,PAX,LX-LGF,LGL,LG,Luxair,LFPG,ELLX,CDG,LUX,2022-11-01 08:35:00.000000 UTC,2022-11-01 09:35:00.000000 UTC
